"﻿Código Plan";Carrera;Cohorte;"Número de alumno";Bloqueo;"Causal Bloqueo";RUN;DV;Nombres;;"Primer Apellido";"Segundo Apellido";Logro;"Fecha Logro";"Última Carga"
HP1;Magia;1996-01;390865;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";8194979;4;KESSLEY;YOLANDA;"DEL PINO";SCHILLING;INGRESO;1996-01;
HP1;Magia;1996-01;444766;S;"ALUMNO EGRESADO";12918558;5;CRISHNA;NAIARA;ROCUANT;FABRES;"QUINTO AÑO- EGRESO";2001-01;2001-01
HP1;Magia;1996-01;413755;S;"ALUMNO EGRESADO";9116917;6;MARKO;FRANCIA;BASTIDAS;AROS;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;1995-01;443038;S;"ALUMNO EGRESADO";18897699;K;MERY;ELYZABETH;MERELLO;KOVACEVIC;"PRIMER AÑO";1997-01;1999-02
HP1;Magia;1999-01;480208;S;"ALUMNO EGRESADO";14591918;3;DESIREE;VERIOSKA;CORONEL;"PRESTES DE LARA";"CUARTO AÑO";2008-02;2010-01
HP1;Magia;1999-01;455003;S;"ALUMNO EGRESADO";20931361;9;DARWIN;NAOMI;MAULEN;SEURA;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1996-01;555871;S;"ALUMNO EGRESADO";10179087;8;AGUSTINA;WERNER;SEPULVEDA;BLANCO;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1996-01;471797;S;"ALUMNO EGRESADO";14862112;K;IGOR;AILEN;MARIHÚAN;RETAMALES;"QUINTO AÑO- EGRESO";2008-02;2008-02
HP1;Magia;1996-01;369819;S;"ALUMNO EGRESADO";13352802;2;BERNI;ARLEN;ABALLAY;MELÉNDEZ;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP1;Magia;2001-01;431065;S;"BLOQUEO POR NO INSCRIPCION";21168673;7;JOCSAN;YEANNETTE;TANGÜIS;BESNIER;INGRESO;2001-01;2001-01
HP1;Magia;1995-01;438879;S;"ALUMNO EGRESADO";21409731;0;FABIAN;ELUNEY;LARRAIN;ZAMBRA;"QUINTO AÑO- EGRESO";2001-02;2001-02
HW2;Magia;2006-01;634265;S;"ALUMNO CON DEUDA MOROSA";20198089;K;ETIENNE;BAYLLOLET;TALLARIDA;MARILICAN;INGRESO;2006-01;
HP1;Magia;1995-01;653890;S;"ALUMNO EGRESADO";13215635;2;JOYCE;YADHIRA;"PEREZ DE VALENZUELA";CIKUTOVIC;"QUINTO AÑO- EGRESO";2001-01;2001-01
HP1;Magia;1996-01;539771;S;"ALUMNO EGRESADO";19639518;9;MARCIAL;PORFIRIO;MATTEUCCI;RIBECA;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1995-01;489932;S;"ALUMNO EGRESADO";12378198;4;NOEMY;ANTONIA;SELEME;TREJO;"PRIMER AÑO";1997-01;2000-01
HP1;Magia;1996-01;422786;S;"ALUMNO EGRESADO";10114862;2;LESLIA;YOLANDA;ALCALDE;ARISTEGUI;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;1998-01;462378;S;"ALUMNO EGRESADO";5899305;0;PIERRE;CHRISTIAAN;MATUS;THEZA;"QUINTO AÑO- EGRESO";2004-01;2004-01
HW2;Magia;2024-01;552441;N;"Sin Bloqueo";19403568;5;CELINDA;RASHID;JASEN;CEJUDO;INGRESO;2024-01;
HP1;Magia;1999-01;509113;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";7120286;7;JONSLENY;BETZABETH;OCAYO;CURÍN;INGRESO;1999-01;
HP1;Magia;1996-01;388862;S;"CAMBIO DE PLAN O CARRERA";5340721;8;IANN;KIM;CORDOVEZ;ATENAS;"TERCER AÑO";2001-01;2002-02
HW1;Magia;2001-01;472162;S;"BLOQUEO POR NO INSCRIPCION";21732043;7;OSMAN;GISSELA;RODO;FURLANETTO;"PRIMER AÑO";2002-01;2002-01
HW2;Magia;2011-02;380910;S;"SUSPENSION DE ESTUDIOS";5475957;7;KLAUS;YANELLY;REVECO;ZAMORANO;INGRESO;2011-02;
HP1;Magia;1998-01;503266;S;"ALUMNO EGRESADO";6097421;6;MARSA;JENNIFFER;FÁBREGA;AMARO;"QUINTO AÑO- EGRESO";2003-01;2003-01
HW1;Magia;2002-01;537644;S;"ALUMNO CON DEUDA MOROSA";23954074;4;ERWIN;EUSEB;DAWSON;HENRIQUEZ;"QUINTO AÑO - EGRESO";2007-02;2007-02
HP1;Magia;1995-01;603886;S;"ALUMNO EGRESADO";4828480;8;JAVIE;JOSEPHA;REGO;VALERA;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;1996-01;592465;S;"BLOQUEO POR NO INSCRIPCION";12810976;2;LEILA;DELC.;CEDEÑO;GUANCA;INGRESO;1996-01;1996-01
HP1;Magia;2006-01;376702;S;"ALUMNO EGRESADO";7547324;3;AGUSTÍN;MARIANELLA;CESPEDES;ADARO;"PRIMER AÑO";2006-01;
HP1;Magia;1998-01;384433;S;"BLOQUEO POR NO INSCRIPCION";16961678;9;MARICELA;XIALEM;SORIANO;HUENCHUÑAN;"PRIMER AÑO";2002-01;2002-01
HW2;Magia;2005-01;440114;S;"ALUMNO CON DEUDA MOROSA";13516639;5;CHRISTIANS;RAQUEL;TRASLAVIÑA;SLEMAN;INGRESO;2005-01;
HP1;Magia;1998-01;380293;S;"ALUMNO EGRESADO";7701890;6;RENZO;BRIAN;GÓMEZ;LUCO;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1998-01;453235;S;"ALUMNO EGRESADO";13197520;9;ROSE;EDWARD;ZULETA;VOLKER;"CUARTO AÑO";2003-01;2004-02
HW2;Magia;2011-01;367829;N;"Sin Bloqueo";20038773;5;MARIA-BELEN;WLADIMIR;PASTENE;SALAS;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2019-02;2019-02
HG2;"Programa Especial de Licenciatura en Hechicería";2024-01;445002;N;"Sin Bloqueo";23338491;3;CONRADO;EVA;KRAEMER;CAPOT;INGRESO;2024-01;
HP1;Magia;1998-01;583313;S;"ALUMNO EGRESADO";23750781;9;ROSA;SOHAD;CAMIRUAGA;GRAMOLA;"QUINTO AÑO- EGRESO";2007-02;2007-02
HW1;Magia;2001-01;650180;S;"ALUMNO LICENCIADO";22075755;2;MERY;DANIEL;CUCUMIDES;ROCO;"QUINTO AÑO - EGRESO";2009-01;2009-01
PH2;Magia;2008-01;565118;S;"BLOQUEO POR NO INSCRIPCION";9448665;0;CRISTIA;ANDRES;BIERE;GIORDANO;INGRESO;2008-01;
HP1;Magia;2002-01;414865;S;"ALUMNO EGRESADO";18180173;0;LORENS;JAZMÍN;BERGUECIO;MUNOZ;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1996-01;556765;S;"BLOQUEO POR NO INSCRIPCION";5082720;5;MACAREN;JOSEPAZ;COLIHUINCA;ASTROZA;"PRIMER AÑO";1998-02;1999-02
HW1;Magia;2004-01;550550;S;"ALUMNO CON DEUDA MOROSA";24432420;5;EDDIE;TONY;BENEDETTI;URQUETA;"QUINTO AÑO - EGRESO";2008-02;2008-02
HW2;Magia;2005-01;456005;S;"ALUMNO CON DEUDA MOROSA";22785202;8;SOLEDAD;ANAKAREN;LINAY;YAÑEZ;INGRESO;2005-01;
HW1;Magia;2005-01;418674;S;"ALUMNO EGRESADO";11192631;4;TAHÍA;SELOMIT;QUILAQUEO;SANTIBANEZ;"QUINTO AÑO - EGRESO";2008-02;2008-02
HP1;Magia;1998-01;495497;S;"BLOQUEO POR NO INSCRIPCION";17516554;K;MERLY;JOSER.;MARRERO;MONTEALEGRE;INGRESO;1998-01;2000-01
HP1;Magia;1998-01;652363;S;"ALUMNO CON DEUDA MOROSA";22961632;6;YERALDINE;BLANCA;SPROHNLE;GALAN;"CUARTO AÑO";2004-01;2004-01
GH1;Magia;2003-01;369053;S;"SUSPENSION DE ESTUDIOS";6347622;8;TABATHA;CINTHIA;LAMA;CAÑETE;INGRESO;2003-01;
HP1;Magia;1998-01;480254;S;"ALUMNO EGRESADO";10623115;2;ALEX;NAOMI;GIRALDA;ALBANEZ;"QUINTO AÑO- EGRESO";2003-01;2003-01
HP1;Magia;1996-01;484722;S;"ALUMNO EGRESADO";17057464;2;NIKKA;CARMIÑA;ALARCÓN;CROS;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1999-01;584001;S;"SUSPENSION DE ESTUDIOS";17608106;9;BAITIARE;DELRO;PACHADO;CAVALIERI;"SEGUNDO AÑO";2002-01;2003-01
HP1;Magia;2001-01;431187;S;"ALUMNO CON DEUDA MOROSA";6582122;2;JUVENAL;CARLA;GORMAZ;YUNGE;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;1997-01;482512;S;"ALUMNO EGRESADO";13741871;9;ALEJAN.;DAN;AVALOS;LAUBREAUX;INGRESO;1997-01;2001-01
HP1;Magia;1997-01;628588;S;"ALUMNO LICENCIADO";23873551;5;FIORELLA;EVELINE;ALBURQUENQUE;TALARICO;"QUINTO AÑO- EGRESO";2001-01;2016-01
HP1;Magia;1998-01;623335;S;"ALUMNO LICENCIADO";4118734;8;NAZELLI;DELRO;JELVEZ;CANEO;"QUINTO AÑO- EGRESO";2005-02;2005-02
HP1;Magia;1998-01;431180;S;"BLOQUEO POR NO INSCRIPCION";17955346;2;ROSITA;GINA;ALVARADO;MÜHLENBROCK;INGRESO;1998-01;2000-01
HP1;Magia;1999-01;509004;S;"ALUMNO EGRESADO";19976487;2;LIZETTE;NOEMI;DARRIGRANDE;VIVANCO;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1996-01;410717;S;"ALUMNO EGRESADO";10119327;K;CELSO;MARISOL;LUCO;PEREA;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP2;Magia;2005-01;473223;S;"CAMBIO DE PLAN O CARRERA";10689993;K;MARÍAPAZ;COLOMBA;COOPMAN;SAMPEN;INGRESO;2005-01;
HW2;Magia;2005-01;637122;S;"SUSPENSION DE ESTUDIOS";5499249;K;ANITA;AYELEN;ZEGPI;MARTUCELI;INGRESO;2005-01;
HP1;Magia;1998-01;465357;S;"ALUMNO EGRESADO";6641146;K;YOHANA;GEOVANNI;BASUALDO;TESTA;"QUINTO AÑO- EGRESO";2003-01;2003-01
HP1;Magia;1996-01;493824;S;"BLOQUEO POR NO INSCRIPCION";19379718;0;DAFNAH;HELLEN;DEPAUX;ZAROR;"PRIMER AÑO";2000-02;2000-02
HW2;Magia;2011-01;563684;S;RENUNCIA;9425513;K;NICOLAY;AMAYA;COLIHUINCA;RAÑIMAN;INGRESO;2011-01;
HP1;Magia;1996-01;514718;S;"ALUMNO EGRESADO";9979863;5;DAMIÁN;DARY;ANTIHUENO;GUTIÈRREZ;INGRESO;1996-01;2001-01
HP1;Magia;1996-01;507869;S;"ALUMNO EGRESADO";21404833;4;RUTH;BARHUM;CELSI;ÑANCUCHEO;"QUINTO AÑO- EGRESO";2000-02;2000-02
HW2;Magia;2021-01;508202;N;"Sin Bloqueo";17743620;6;DELASM;ALEJAN.;ELKINS;SOLIS;"5 SEMESTRE";2024-01;2024-02
HP1;Magia;1998-01;463494;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";24354832;8;SARELIA;HAYDEE;CARDEMIL;GARMENDIA;INGRESO;1998-01;
HW1;Magia;2008-02;459830;N;"Sin Bloqueo";25797889;4;ALEX;ELIZABET;BUSTOS;LASSERRE;"QUINTO AÑO - EGRESO";2009-01;2009-01
HP1;Magia;1996-01;408854;S;"BLOQUEO POR NO INSCRIPCION";10755616;5;CRISTOBA;CRHISTOPHER;RIOSECO;MARZUQA;"TERCER AÑO";2000-01;2001-01
HW2;Magia;2009-01;654069;S;"ALUMNO CON DEUDA MOROSA";23005330;5;ITANIA;ARIADNA;FUENZALIDA;SIERRALTA;INGRESO;2009-01;
HP1;Magia;1996-01;547716;S;"ALUMNO EGRESADO";6414093;8;CLEMENTINA;MIRYAM;BASAI;GAVILÁN;"QUINTO AÑO- EGRESO";2000-02;2000-02
HP1;Magia;1997-01;612531;S;"ALUMNO CON DEUDA MOROSA";7410452;7;CESÁR;CRISTHEL;AULESTIA;STREETER;"TERCER AÑO";2002-01;2003-02
HW1;Magia;1997-01;376628;S;"ALUMNO CON DEUDA MOROSA";18750310;7;ALGUIRIA;VARINIA;PINTO;ROLACK;"CUARTO AÑO";2004-02;2006-01
HP1;Magia;1998-01;527410;S;"BLOQUEO POR NO INSCRIPCION";5333167;8;AZUCENA;ISEHIMY;CORTÉS;ORMAZABAL;"SEGUNDO AÑO";2001-01;2003-01
HP1;Magia;1999-01;492114;S;"ALUMNO CON DEUDA MOROSA";6446601;3;AGUSTIN;YANKA;MARROQUIN;TEJEDA;"TERCER AÑO";2004-01;2004-02
HW1;Magia;1999-01;479692;S;"ALUMNO EGRESADO";11222097;3;SUSSY;MARÍAJOSÉ;POBLETE;FORES;"QUINTO AÑO - EGRESO";2010-01;2010-01
HP1;Magia;1999-01;599217;S;"ALUMNO EGRESADO";11523921;4;SOMALI;YASNA;SOLER;ROQUE;"CUARTO AÑO";2002-01;2003-02
HP1;Magia;1996-01;540688;S;"BLOQUEO POR NO INSCRIPCION";11963560;6;ABEL;KATYHUSCA;ADDARIO;VIAL;"SEGUNDO AÑO";1999-01;2000-01
HP1;Magia;1998-01;631375;S;"ALUMNO EGRESADO";22982976;6;GRISNY;OTNIEL;SALAZAR;MÍGUEZ;"CUARTO AÑO";2002-01;2003-01
HW1;Magia;2000-01;543122;S;"ALUMNO EGRESADO";4449541;9;ANDREAPAZ;NAIARA;"DE LA RIVERA";CORRALES;"CUARTO AÑO";2007-01;2007-02
HP1;Magia;2004-01;634486;S;"ALUMNO EGRESADO";21891664;2;MARYANN;HELMIS;OREGON;BONILLA;"SEGUNDO AÑO";2006-01;2019-02
HP1;Magia;1999-01;614060;S;"CAMBIO DE PLAN O CARRERA";14577598;1;PARIS;GISELLE;IRAOLA;LEGISOS;"TERCER AÑO";2002-01;2003-02
HP1;Magia;2002-01;389870;S;"ALUMNO CON DEUDA MOROSA";5499595;6;ELEONOR;AYMARA;HARO;ÑANCO;"PRIMER AÑO";2002-02;2003-01
HW1;Magia;2002-01;527629;S;"ALUMNO CON DEUDA MOROSA";22432478;6;CHARLES;BRANDON;MALO;JAÑA;"SEGUNDO AÑO";2004-02;2005-01
HP1;Magia;1998-01;446309;S;"ALUMNO EGRESADO";6725630;3;INÉS;CELIA;VALDIVIESO;MANOSALVA;"QUINTO AÑO- EGRESO";2003-01;2003-01
HP1;Magia;2000-01;423311;S;"ALUMNO EGRESADO";9583242;8;MIXALIS;YURI;BAU;ÑANCUCHEO;"SEGUNDO AÑO";2002-01;2005-02
HP1;Magia;1996-01;370794;S;"ALUMNO EGRESADO";8966600;6;EUDOCIA;MICSY;CORTÉS;RUBINA;"QUINTO AÑO- EGRESO";2004-02;2004-02
HW1;Magia;2001-01;529170;S;"BLOQUEO POR NO INSCRIPCION";12148042;6;LEONELLO;JOSEA.;ANAIS;URRELO;INGRESO;2001-01;2001-02
HP1;Magia;1998-01;447396;S;"ALUMNO EGRESADO";9962420;2;JAMILY;NATANIEL;GALAZ;TABORGA;"CUARTO AÑO";2002-01;2003-01
HP1;Magia;1997-01;466503;S;"ALUMNO EGRESADO";7732333;0;MAICOL;SONIA;"DEL SOLAR";TAVRYTZKY;"QUINTO AÑO- EGRESO";2001-01;2001-01
HP1;Magia;1998-01;521311;S;"CAMBIO DE PLAN O CARRERA";18207019;K;AUDOLINA;GEORGETTE;MELLA;GAJARDO;"TERCER AÑO";2002-01;2003-01
HW1;Magia;1998-01;541621;S;"ALUMNO LICENCIADO";11547888;K;ROMINNA;ANTONIO;CALIXTO;CARTER;"QUINTO AÑO - EGRESO";2004-02;2004-01
HW2;Magia;2008-02;602969;S;"ALUMNO CON DEUDA MOROSA";22347602;6;DELCARME;SAMANTHA;PIANTINI;HUENUL;INGRESO;2008-02;
HW1;Magia;2001-01;451279;S;"ALUMNO EGRESADO";23100157;8;EMILIO;RENATTA;HENRIQUEZ;AUDALA;"QUINTO AÑO - EGRESO";2006-01;2006-01
HP1;Magia;1998-01;646257;S;"BLOQUEO POR NO INSCRIPCION";14498857;5;RENZO;FLORENTINA;MORCHIO;CURÍN;"QUINTO AÑO- EGRESO";2004-02;2004-02
HP1;Magia;1997-01;533522;S;"ALUMNO CON DEUDA MOROSA";11038097;5;JADE;BERNARDITA;MATAMOROS;CASARINO;"SEGUNDO AÑO";2001-01;2001-01
HP1;Magia;1998-01;425251;S;"ALUMNO EGRESADO";13244062;6;LEXSANDRA;EDMUNDO;POLANCO;DOMANGE;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1996-01;457728;S;"BLOQUEO POR NO INSCRIPCION";9402127;8;JEANS;LILIANE;MANTILLA;ORÓSTICA;"TERCER AÑO";2001-01;2002-01
HP1;Magia;2001-01;608069;S;"BLOQUEO POR NO INSCRIPCION";14459856;6;ANGEL.;YRAZI;MUÑOZ;SERVAT;"SEGUNDO AÑO";2003-01;2003-02
HP1;Magia;1996-01;632753;S;"ALUMNO EGRESADO";21431950;K;MARTINNA;ELIANA;BORDONES;ORÓSTICA;"QUINTO AÑO- EGRESO";2001-01;2001-01
HW1;Magia;2000-01;385261;S;"BLOQUEO POR NO INSCRIPCION";8678249;9;ABEL;NICOL;CHACANA;TOLOSA;"PRIMER AÑO";2001-01;2002-01
HP1;Magia;1998-01;545385;S;"BLOQUEO POR NO INSCRIPCION";7307562;7;VIRGINIA;ORLANDA;ZANOTTI;MADRID;"PRIMER AÑO";2000-01;2002-01
HW1;Magia;2001-01;464296;S;"ALUMNO EGRESADO";15743312;4;M.IGNACIA;ESCARLETH;SOZA;SCHEUERMANN;INGRESO;2001-01;2001-02
HP1;Magia;1998-01;605383;S;"BLOQUEO POR NO INSCRIPCION";21920826;4;ELVIRA;MARIO;DELMAS;MERCADO;"PRIMER AÑO";1999-01;2001-01
HW1;Magia;2000-01;605233;S;"BLOQUEO POR NO INSCRIPCION";9982743;6;AYELEN;MARLOS;URRIA;KRIMAN;"PRIMER AÑO";2001-01;2005-01
HW2;Magia;2015-01;426662;S;"SUSPENSION DE ESTUDIOS";13757005;6;YANELLY;ATILIANO;ACEVEDO;URZUA;INGRESO;2015-01;
HW2;Magia;2006-01;382206;S;"SUSPENSION DE ESTUDIOS";19161361;1;MAXWELL;AYMARA;ZÚÑIGA;HAILLA;INGRESO;2006-01;
HP1;Magia;1996-01;623863;S;"ALUMNO EGRESADO";13756849;1;AÍDA;MARIECARMEN;BASCUÑAN;CARRASCO;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;2001-01;405203;S;"ALUMNO LICENCIADO";16192315;3;EVAR;BÁSTIAN;GIL;OPAZO;"QUINTO AÑO- EGRESO";2005-02;2005-02
GH3;Magia;2008-01;631067;N;"Sin Bloqueo";19241863;4;LIZETTE;MAYTEE;PIRAINO;ALCAÍNO;INGRESO;2008-01;
HP1;Magia;1999-01;522109;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";11566262;1;ARIADNA;GIANCARLO;JARA;FELIU;INGRESO;1999-01;
HP1;Magia;1998-01;584440;S;"ALUMNO EGRESADO";23299486;3;VESNA;MARIANELA;MARILEO;URZÚA;"CUARTO AÑO";2002-01;2003-01
HP1;Magia;1997-01;649546;S;"ALUMNO EGRESADO";10261196;6;LOUISE;ISET;URQUÍA;ANDREWS;"QUINTO AÑO- EGRESO";2003-01;2003-01
HP1;Magia;1998-01;546324;S;"ALUMNO EGRESADO";16021757;2;THEO;ASSAD;CRAIG;CARTAGENA;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1998-01;464354;S;"ALUMNO EGRESADO";9355685;3;JUSTIN;KARYN;PEDRAZA;SANTILLANA;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP1;Magia;1998-01;464392;S;"ALUMNO EGRESADO";15755386;4;WILLIAMS;ALOUETTE;BUCAREY;URBAN;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1999-01;471073;S;"BLOQUEO POR NO INSCRIPCION";17134993;5;LEROSHKA;LUISPETER;HERNÁNDEZ;BASTIAS;"PRIMER AÑO";2000-01;2002-01
HP1;Magia;1998-01;440413;S;"ALUMNO EGRESADO";16967315;6;LAURENT;WALESKA;NIETO;FRES;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;2002-01;381857;S;"ALUMNO EGRESADO";13939226;4;SERVANDO;MARTINNA;BARTHOLIN;BADENIER;"SEGUNDO AÑO";2004-01;2006-02
HP1;Magia;2006-01;593737;S;"CAMBIO DE PLAN O CARRERA";8622575;3;STEFFI;EUGENIA;VINELLI;NAVAS;"PRIMER AÑO";2006-01;2006-01
HP1;Magia;1998-01;549442;S;"ALUMNO EGRESADO";23336256;0;ROBINSON;YAREL;YURISCH;MAIZARES;"QUINTO AÑO- EGRESO";2004-02;2004-02
HP1;Magia;1998-01;460286;S;"ALUMNO EGRESADO";17691246;9;JOSETOMAS;ROMÁN;SARAVIA;BUXCEL;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP1;Magia;1998-01;620279;S;"ALUMNO EGRESADO";12862714;4;ASHLEY;ANANDA;ANDUEZA;LATTUS;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1999-01;487088;S;"ALUMNO EGRESADO";14969430;8;ARACELL;EMELINA;CERRUTTI;FLOR;"QUINTO AÑO- EGRESO";2004-02;2004-02
HW2;Magia;2017-01;531850;S;"ALUMNO CON DEUDA MOROSA";18507937;6;MARILYN;ERMELINDA;SCHUFFENEGER;DOMICH;INGRESO;2017-01;
HP1;Magia;2003-01;654739;S;"ALUMNO CON DEUDA MOROSA";11669712;2;AYELEN;ANDY;RABELO;JASEN;"SEGUNDO AÑO";2004-01;2004-02
HW1;Magia;2003-01;403657;S;"BLOQUEO ADMINISTRATIVO";21940328;2;ANGELLO;ITZIAR;TURINA;AIYELEF;"QUINTO AÑO - EGRESO";2008-01;2008-01
HP1;Magia;1999-01;458048;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";15843313;1;PATRICI;NAHUEL;MELGAREJO;RIDERELLI;INGRESO;1999-01;
HW1;Magia;2002-01;385041;S;"BLOQUEO POR NO INSCRIPCION";9052814;2;BRAYANI;RONNIE;MANDIOLA;PAREJA;"SEGUNDO AÑO";2004-01;2005-01
HW2;Magia;2005-01;634055;S;"SUSPENSION DE ESTUDIOS";13388894;8;GERMAIN;MADIAN;CARRAMIÑANA;CÁDIZ;INGRESO;2005-01;
HP1;Magia;1998-01;477245;S;"ALUMNO CON DEUDA MOROSA";8113410;1;ENITH;DELMAR;AGUAYO;HIRSCH;"PRIMER AÑO";1999-01;2000-01
HP1;Magia;1999-01;628002;S;"ALUMNO EGRESADO";18822241;9;JOHNY;DAMALI;RUMINOT;BRICEÑO;"QUINTO AÑO- EGRESO";2002-01;2002-01
PH2;Magia;2008-01;483143;N;"Sin Bloqueo";8429193;2;AIDA;PRISCILLA;QUINTANILLA;AVELLINO;INGRESO;2008-01;
HP1;Magia;1999-01;446030;S;"CAMBIO DE PLAN O CARRERA";23369398;0;KUNTIDEVI;CESÁR;FLANDEZ;FRANCO;"CUARTO AÑO";2004-01;2005-02
HW1;Magia;1999-01;602726;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";5660309;0;GIANINA;MARLON;EBERLE;CELEDON;"CUARTO AÑO";2006-01;2007-01
HP1;Magia;1997-01;522540;S;"CAMBIO DE PLAN O CARRERA";24793189;K;GIORGINA;ALBERTINA;PRADENAS;PARRA;"TERCER AÑO";2000-01;2002-01
HP1;Magia;1999-01;420224;S;"ALUMNO EGRESADO";9899660;K;DEISY;ESCARLET;ANDRADE;ABELEIDA;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;2000-01;549228;S;"CAMBIO DE PLAN O CARRERA";14654282;3;GIANITZA;LESLY;VIGOUROUX;MANQUELIPE;"SEGUNDO AÑO";2002-01;2005-01
HP2;Magia;2007-01;369709;S;"SUSPENSION DE ESTUDIOS";7710910;9;JACQUELINE;ELISABET;GAMBOA;MOIS;INGRESO;2007-01;
HW1;Magia;2002-01;387205;S;"ALUMNO EGRESADO";13585915;3;HAROLDO;LUIGI;COÑOEPÁN;ESPERGUEL;"QUINTO AÑO - EGRESO";2007-01;2007-01
HP1;Magia;1999-01;573056;S;"ALUMNO CON DEUDA MOROSA";10098216;K;ANAYSS;JULIET;ALAMO;ARAMBURU;"TERCER AÑO";2004-02;2006-01
HW2;Magia;2008-01;647749;S;"SUSPENSION DE ESTUDIOS";16922854;7;BENJAMIN;LIZARDO;TUTELEERS;MASBERNAT;INGRESO;2008-01;
HW2;Magia;2007-01;612672;S;"SUSPENSION DE ESTUDIOS";15537669;5;LIZETH;STEFANIA;"LIVINO DE CARVALHO";MENESES;INGRESO;2007-01;
HP1;Magia;1998-01;404398;S;"ALUMNO EGRESADO";21239699;6;YASTIN;FELIX;VALDES;MATAMALA;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP1;Magia;1997-01;593660;S;"ALUMNO EGRESADO";6514577;6;JASMINA;MAIKOL;DUPERAT;KREMERMAN;"QUINTO AÑO- EGRESO";2001-01;2001-01
HW2;Magia;2007-01;600504;S;"RENUNCIA FINANCIERA";15805912;6;DELPIL;FANNY;HUALA;BAQUEDANO;INGRESO;2007-01;
HW2;Magia;2009-01;400210;S;"ALUMNO CON DEUDA MOROSA";23297006;2;GÉNESIS;POLLETTE;LEMP;PADILLA;INGRESO;2009-01;
HP1;Magia;2000-01;602309;S;"ALUMNO EGRESADO";21290956;3;NASHMIA;STEVE;JOZIL;PARIS;"SEGUNDO AÑO";2002-01;2004-01
HP1;Magia;1999-01;399032;S;"ALUMNO EGRESADO";17370070;1;DIEGO;MONICA;VILLAGRA;MILLÁN;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1998-01;489391;S;"ALUMNO EGRESADO";20692770;5;MONSERRAT;JOHAN;MONTERREY;ARROYO;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1998-01;368236;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";22620400;8;JOHANA;ALAIS;CACERES;AULESTIA;INGRESO;1998-01;
GH1;Magia;2006-01;506077;N;"Sin Bloqueo";12404083;2;MACARINA;MADELEYN;LINEROS;ALBA;"TERCER AÑO";2007-01;2008-01
HP1;Magia;2002-01;523036;S;"ALUMNO CON DEUDA MOROSA";24446307;1;LIZETTE;MARIANNE;PREMINGER;CAÑETE;"SEGUNDO AÑO";2004-01;2008-01
HW1;Magia;2002-01;449799;S;"ALUMNO CON DEUDA MOROSA";9671064;1;VIERA;NICOLS;DTI;MAYER;"QUINTO AÑO - EGRESO";2008-02;2008-02
HP1;Magia;1997-01;633520;S;"ALUMNO EGRESADO";21247247;4;GREIZY;ANTONELLA;TITIRO;SANTOLAYA;"QUINTO AÑO- EGRESO";2003-02;2003-02
HW1;Magia;1998-01;541040;S;"BLOQUEO POR NO INSCRIPCION";21249034;0;NAIGUEL;DELPILAR;AGULLO;AVELLO;"SEGUNDO AÑO";2001-01;2003-01
